Title ,PMID,Point,MNCS,Rank,Percent,Year ,Journal
The Task B Problem and Other Considerations in Developmental Functional Neuroimaging,20496376,1326,1.92,1322,89%,2010,HUMAN BRAIN MAPPING
Disentangling Dynamic Networks: Separated and Joint Expressions of Functional Connectivity Patterns,25081921,1327,1.92,1322,89%,2014,HUMAN BRAIN MAPPING
Whole-brain susceptibility mapping at high field: A comparison of multiple- and single-orientation m,20615474,1328,1.92,1322,89%,2010,NEUROIMAGE
White matter structures associated with creativity: Evidence from diffusion tensor imaging,20171286,1329,1.92,1322,89%,2010,NEUROIMAGE
Rostral Cingulate Zone and correct response monitoring: ICA and source localization evidences for th,20152906,1330,1.92,1322,89%,2010,NEUROIMAGE
Age-related changes in topological patterns of large-scale brain functional networks during memory e,20093190,1331,1.92,1322,89%,2010,NEUROIMAGE
Graph properties of synchronized cortical networks during visual working memory maintenance,19932756,1332,1.92,1322,89%,2010,NEUROIMAGE
Patterns of cerebellar volume loss in dementia with Lewy bodies and Alzheimer's disease: A VBM-DARTE,25037902,1333,1.919866444,1333,89%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Alterations in the neural circuitry for emotion and attention associated with posttraumatic stress s,19237269,1334,1.91011236,1334,89%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Anterior cingulate volume in adolescents with first-presentation borderline personality disorder,19299113,1335,1.91011236,1334,89%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Naturalizing aesthetics: Brain areas for aesthetic appraisal across sensory modalities,21699987,1336,1.91,1336,89%,2011,NEUROIMAGE
Effective connectivity of brain networks during self-initiated movement in Parkinson's disease,21126588,1337,1.91,1336,89%,2011,NEUROIMAGE
A learning-based wrapper method to correct systematic errors in automatic image segmentation: Consis,21237273,1338,1.91,1336,89%,2011,NEUROIMAGE
Young adults born preterm with very low birth weight demonstrate widespread white matter alterations,20965255,1339,1.91,1336,89%,2011,NEUROIMAGE
Small-world directed networks in the human brain: Multivariate Granger causality analysis of resting,21073960,1340,1.91,1336,89%,2011,NEUROIMAGE
Simultaneous intracranial EEG and fMRI of interictal epileptic discharges in humans,20708083,1341,1.91,1336,89%,2011,NEUROIMAGE
Interpretable whole-brain prediction analysis with GraphNet,23298747,1342,1.91,1336,89%,2013,NEUROIMAGE
Gray matter volume reduction reflects chronic pain in trigeminal neuralgia,23485849,1343,1.91,1336,89%,2013,NEUROIMAGE
Neuronal correlates of the five factor model (FFM) of human personality: Multimodal imaging in a lar,23063449,1344,1.91,1336,89%,2013,NEUROIMAGE
"Nucleus accumbens, thalamus and insula connectivity during incentive anticipation in typical adults",23069809,1345,1.91,1336,89%,2013,NEUROIMAGE
Genetics of the connectome,23707675,1346,1.91,1336,89%,2013,NEUROIMAGE
Differential connectivity within the Parahippocampal Place Area,23507385,1347,1.91,1336,89%,2013,NEUROIMAGE
Multicenter stability of diffusion tensor imaging measures: A European clinical and physical phantom,22078796,1348,1.902748414,1348,89%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Regional homogeneity changes in social anxiety disorder: A resting-state fMIRI study,21831605,1349,1.902748414,1348,89%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Frontoparietal cortical activity of methamphetamine-dependent and comparison subjects performing a d,16944492,1350,1.9,1350,89%,2007,HUMAN BRAIN MAPPING
Removal of FMRI environment artifacts from EEG data using optimal basis sets,16150610,1351,1.9,1350,89%,2005,NEUROIMAGE
Effects of cognitive-behavioral therapy on brain activation in specific phobia,16087353,1353,1.9,1350,89%,2006,NEUROIMAGE
You'll never crawl alone: Neurophysiological evidence for experience-dependent motor resonance in in,18760368,1354,1.9,1350,89%,2008,NEUROIMAGE
The neural basis of belief encoding and integration in moral judgment,18342544,1355,1.9,1350,89%,2008,NEUROIMAGE
Sex differences in the serotonin 1A receptor and serotonin transporter binding in the human brain me,11750182,1356,1.9,1350,89%,2008,NEUROIMAGE
Investigating white matter development in infancy and early childhood using myelin water faction and,22884937,1357,1.9,1350,89%,2012,NEUROIMAGE
Disrupted modular brain dynamics reflect cognitive dysfunction in Alzheimer's disease,22154957,1358,1.9,1350,89%,2012,NEUROIMAGE
Sleep spindle-related reactivation of category-specific cortical regions after learning face-scene a,22037418,1359,1.9,1350,89%,2012,NEUROIMAGE
Nucleus accumbens response to food cues predicts subsequent snack consumption in women and increased,22776461,1360,1.9,1350,89%,2012,NEUROIMAGE
Anatomical insights into disrupted small-world networks in schizophrenia,21963918,1361,1.9,1350,89%,2012,NEUROIMAGE
Altered small-world topology of structural brain networks in infants with intrauterine growth restri,22281673,1362,1.9,1350,89%,2012,NEUROIMAGE
Plasma clusterin concentration is associated with longitudinal brain atrophy in mild cognitive impai,21824521,1363,1.9,1350,89%,2012,NEUROIMAGE
Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as reveale,24201011,1364,1.9,1350,89%,2014,NEUROIMAGE
Framework for integrated MRI average of the spinal cord white and gray matter: The MNI-Poly-AMU temp,25204864,1365,1.9,1350,89%,2014,NEUROIMAGE
Transcranial direct current stimulation over right posterior parietal cortex changes prestimulus alp,24807400,1366,1.9,1350,89%,2014,NEUROIMAGE
Validity of modulation and optimal settings for advanced voxel-based morphometry,23933042,1367,1.9,1350,89%,2014,NEUROIMAGE
Hippocampal volume and functional connectivity changes during the female menstrual cycle,26057590,1368,1.9,1350,89%,2015,NEUROIMAGE
Cognitive flexibility in adolescence: Neural and behavioral mechanisms of reward prediction error pr,25234119,1369,1.9,1350,89%,2015,NEUROIMAGE
Stress-induced alterations in large-scale functional networks of the rodent brain,25462693,1370,1.9,1350,89%,2015,NEUROIMAGE
The Creative Brain: Investigation of Brain Activity During Creative Problem Solving by Means of EEG,18266217,1371,1.89,1371,89%,2009,HUMAN BRAIN MAPPING
Hierarchical Functional Modularity in the Resting-State Human Brain,18830955,1372,1.89,1371,89%,2009,HUMAN BRAIN MAPPING
Abnormal Cerebral Cortex Structure in Children with ADHD,17985349,1373,1.89,1371,89%,2009,HUMAN BRAIN MAPPING
"The Centre of the Brain: Topographical Model of Motor, Cognitive, Affective, and Somatosensory Funct",22711692,1374,1.89,1371,89%,2013,HUMAN BRAIN MAPPING
The organization of intrinsic brain activity differs between genders: A resting-state fMRI study in,22359372,1375,1.89,1371,89%,2013,HUMAN BRAIN MAPPING
"Automated subcortical segmentation using FIRST: Test-retest reliability, interscanner reliability, a",22815187,1376,1.89,1371,89%,2013,HUMAN BRAIN MAPPING
Impact of Methodological Variables on Functional Connectivity Findings in Autism Spectrum Disorders,24452854,1377,1.89,1371,89%,2014,HUMAN BRAIN MAPPING
Brain activity and connectivity during poetry composition: Toward a multidimensional model of the cr,26015271,1378,1.89,1371,89%,2015,HUMAN BRAIN MAPPING
Impact of the COMT Val(108/158) Met and DAT genotypes on prefrontal function in healthy subjects,17689985,1379,1.89,1371,89%,2007,NEUROIMAGE
MRI structural brain changes associated with sensory and emotional function in a rat model of long-t,19497372,1380,1.89,1371,89%,2009,NEUROIMAGE
Age-associated alterations in cortical gray and white matter signal intensity and gray to white matt,19580876,1381,1.89,1371,89%,2009,NEUROIMAGE
Children with dyslexia lack multiple specializations along the visual word-form (VWF) system,19446640,1382,1.89,1371,89%,2009,NEUROIMAGE
Static and dynamic characteristics of cerebral blood flow during the resting state,19607928,1383,1.89,1371,89%,2009,NEUROIMAGE
Motor inhibition in hysterical conversion paralysis,19450695,1384,1.89,1371,89%,2009,NEUROIMAGE
"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-maki",18804540,1386,1.89,1371,89%,2009,NEUROIMAGE
Neural responses during emotional processing before and after cognitive trauma therapy for battered,23916537,1387,1.886792453,1387,89%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Dissociable attentional and affective circuits in medication-naive children with attention-deficit/h,23664625,1388,1.886792453,1387,89%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Comparison of the disparity between Talairach and MNI coordinates in functional neuroimaging data: V,20197097,1389,1.88,1389,89%,2010,NEUROIMAGE
"Comparison of [C-11]-(R)-PK 11195 and [C-11]PBR28, two radioligands for translocator protein (18 kDa",19948230,1390,1.88,1389,89%,2010,NEUROIMAGE
Physical activity and memory functions: Are neurotrophins and cerebral gray matter volume the missin,19853041,1391,1.88,1389,89%,2010,NEUROIMAGE
Combining functional and anatomical connectivity reveals brain networks for auditory language compre,19913624,1392,1.88,1389,89%,2010,NEUROIMAGE
Negative edges and soft thresholding in complex network analysis of resting state functional connect,21194570,1393,1.88,1389,89%,2011,NEUROIMAGE
The left occipitotemporal system in reading: Disruption of focal fMRI connectivity to left inferior,20934519,1394,1.88,1389,89%,2011,NEUROIMAGE
Prognostic prediction of therapeutic response in depression using high-field MR imaging,21134472,1395,1.88,1389,89%,2011,NEUROIMAGE
Neural mechanisms of brain-computer interface control,21256234,1396,1.88,1389,89%,2011,NEUROIMAGE
Estimating false positives and negatives in brain networks,23296185,1397,1.88,1389,89%,2013,NEUROIMAGE
The role of sleep and sleep deprivation in consolidating fear memories,23501052,1398,1.88,1389,89%,2013,NEUROIMAGE
Alterations in hippocampal connectivity across the psychosis dimension,26123450,1399,1.877934272,1399,88%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Processing of decision-making and social threat in patients with history of suicidal attempt: A neur,26483212,1400,1.877934272,1399,88%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Dissociation in borderline personality disorder: Disturbed cognitive and emotional inhibition and it,26254542,1401,1.877934272,1399,88%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
MR-based automatic delineation of volumes of interest in human brain PET images using probability ma,15670674,1402,1.87,1402,88%,2005,NEUROIMAGE
FDG PET in the differential diagnosis of parkinsonian disorders,15955501,1403,1.87,1402,88%,2005,NEUROIMAGE
General and specific contributions of the medial prefrontal cortex to knowledge about mental states,16325141,1404,1.87,1402,88%,2005,NEUROIMAGE
Individual patient diagnosis of AD and FTD via high-dimensional pattern classification of MRI,18474436,1405,1.87,1402,88%,2008,NEUROIMAGE
Morphometry of the human cerebral cortex microcirculation: General characteristics and space-related,17997329,1406,1.87,1402,88%,2008,NEUROIMAGE
A voxel-based morphometry study of grey matter loss in MS patients with different clinical phenotype,18501636,1407,1.87,1402,88%,2008,NEUROIMAGE
Volumetry of amygdala and hippocampus and memory performance in Alzheimer's disease,16524704,1408,1.864951768,1408,88%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Adults with attention-deficit/hyperactivity disorder - A diffusion-tensor imaging study of the corpu,22386969,1409,1.862464183,1409,88%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
Effects of electroacupuncture versus manual acupuncture on the human brain as measured by fMRI,15499576,1410,1.86,1410,88%,2005,HUMAN BRAIN MAPPING
Lateralization of the Arcuate Fasciculus from Childhood to Adulthood and its Relation to Cognitive A,15499576,1411,1.86,1410,88%,2009,HUMAN BRAIN MAPPING
Identification of Human Gustatory Cortex by Activation Likelihood Estimation,21305668,1412,1.86,1410,88%,2011,HUMAN BRAIN MAPPING
Inverse retinotopy: Inferring the visual content of images from brain activation patterns,17029988,1413,1.86,1410,88%,2006,NEUROIMAGE
Interactions between auditory and dorsal premotor cortex during synchronization to musical rhythms,16777432,1414,1.86,1410,88%,2006,NEUROIMAGE
Infant's brain responses to live and televised action,16679032,1415,1.86,1410,88%,2006,NEUROIMAGE
Evidence for a direct association between cortical atrophy and cognitive impairment in relapsing-rem,16360321,1416,1.86,1410,88%,2006,NEUROIMAGE
Hybrid FMT-CT imaging of amyloid-beta plaques in a murine Alzheimer's disease model,19041402,1417,1.86,1410,88%,2009,NEUROIMAGE
Level of participation in robotic-assisted treadmill walking modulates midline sensorimotor EEG rhyt,22906791,1418,1.86,1410,88%,2012,NEUROIMAGE
The variation of function across the human insula mirrors its patterns of structural connectivity: E,22100771,1419,1.86,1410,88%,2012,NEUROIMAGE
Longitudinal loss of gray matter volume in patients with first-episode schizophrenia: DARTEL automat,21924364,1420,1.86,1410,88%,2012,NEUROIMAGE
Decoding the perception of pain from fMRI using multivariate pattern analysis,22922369,1421,1.86,1410,88%,2012,NEUROIMAGE
An integrative model of the neural systems supporting the comprehension of observed emotional behavi,22019857,1422,1.86,1410,88%,2012,NEUROIMAGE
"Common and differential neural networks of emotion regulation by Detachment, Reinterpretation, Distr",24993897,1423,1.86,1410,88%,2014,NEUROIMAGE
Evidence that the negative BOLD response is neuronal in origin: A simultaneous EEG-BOLD-CBF study in,24632092,1424,1.86,1410,88%,2014,NEUROIMAGE
Intensive cognitive training in schizophrenia enhances working memory and associated prefrontal cort,24867353,1425,1.86,1410,88%,2014,NEUROIMAGE
Resting-state cortical connectivity predicts motor skill acquisition,24473097,1426,1.86,1410,88%,2014,NEUROIMAGE
Effective connectivity within the frontoparietal control network differentiates cognitive control an,25463464,1427,1.86,1410,88%,2015,NEUROIMAGE
Sensory-motor networks involved in speech production and motor control: An fMRI study,25623499,1428,1.86,1410,88%,2015,NEUROIMAGE
Converging evidence for abnormalities of the prefrontal cortex and evaluation of midsagittal structu,19349151,1429,1.853932584,1429,88%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Reduced gray matter volume in ventral prefrontal cortex but not amygdala in bipolar disorder: Signif,19101126,1430,1.853932584,1429,88%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
The neural basis of unconditional love,19321316,1431,1.853932584,1429,88%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Subcortical Electrostimulation to Identify Network Subserving Motor Control,22711688,1433,1.85,1432,88%,2013,HUMAN BRAIN MAPPING
Correlation Between Structural and Functional Connectivity Impairment in Amyotrophic Lateral Scleros,24604691,1434,1.85,1432,88%,2014,HUMAN BRAIN MAPPING
Frontostriatal Activity and Connectivity Increase During Proactive Inhibition Across Adolescence and,24532023,1435,1.85,1432,88%,2014,HUMAN BRAIN MAPPING
Brain tissue compartment density estimated using diffusion-weighted MRI yields tissue parameters con,26096639,1436,1.85,1432,88%,2015,HUMAN BRAIN MAPPING
Task-related modulation of functional connectivity variability and its behavioral correlations,26015070,1437,1.85,1432,88%,2015,HUMAN BRAIN MAPPING
Effective Connectivity During Episodic Memory Retrieval in Schizophrenia Participants Before and Aft,25504918,1438,1.85,1432,88%,2015,HUMAN BRAIN MAPPING
Characterizing the Connectome in Schizophrenia With Diffusion Spectrum Imaging,25213204,1439,1.85,1432,88%,2015,HUMAN BRAIN MAPPING
Biological parametric mapping: A statistical toolbox for multimodality brain image analysis,17070709,1440,1.85,1432,88%,2007,NEUROIMAGE
Classification of fMRI independent components using IC-fingerprints and support vector machine class,17070708,1441,1.85,1432,88%,2007,NEUROIMAGE
Waiting for spiders: Brain activation during anticipatory anxiety in spider phobics,17681799,1442,1.85,1432,88%,2007,NEUROIMAGE
Anatomically constrained region deformation for the automated segmentation of the hippocampus and th,17178234,1443,1.85,1432,88%,2007,NEUROIMAGE
Conflict and inhibition differentially affect the N200/P300 complex in a combined go/nogo and stop-s,20188191,1444,1.85,1432,88%,2010,NEUROIMAGE
Neonatal brain image segmentation in longitudinal MRI studies,19660558,1445,1.85,1432,88%,2010,NEUROIMAGE
Atlas-based analysis of neurodevelopment from infancy to adulthood using diffusion tensor imaging an,20420929,1446,1.85,1432,88%,2010,NEUROIMAGE
Genetic influences on brain asymmetry: A DTI study of 374 twins and siblings,20430102,1447,1.85,1432,88%,2010,NEUROIMAGE
Phasic and sustained fear in humans elicits distinct patterns of brain activity,21111828,1448,1.85,1432,88%,2011,NEUROIMAGE
Relating MEG measured motor cortical oscillations to resting gamma-Aminobutyric acid (GABA) concentr,21215806,1449,1.85,1432,88%,2011,NEUROIMAGE
Two-detector Corrected Near Infrared Spectroscopy (C-NIRS) detects hemodynamic activation responses,21256223,1450,1.85,1432,88%,2011,NEUROIMAGE
Men and women are different: Diffusion tensor imaging reveals sexual dimorphism in the microstructur,21087671,1451,1.85,1432,88%,2011,NEUROIMAGE
Gray matter decrease distribution in the early stages of Anorexia Nervosa restrictive type in adoles,21081268,1452,1.849894292,1452,88%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Lateralization of affective processing in the insula,23587690,1454,1.84,1453,88%,2013,NEUROIMAGE
Single-trial decoding of auditory novelty responses facilitates the detection of residual consciousn,23859924,1455,1.84,1453,88%,2013,NEUROIMAGE
The CONNECT project: Combining macro- and micro-structure,23727318,1456,1.84,1453,88%,2013,NEUROIMAGE
Thalamo-cortical dysfunction in cocaine abusers: Implications in attention and perception,17582746,1457,1.836969001,1457,88%,2007,PSYCHIATRY RESEARCH-NEUROIMAGING
Cerebral white matter abnormalities and their associations with negative but not positive symptoms o,24650453,1458,1.83639399,1458,88%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Evidence for altered amygdala activation in schizophrenia in an adaptive emotion recognition task,24434194,1459,1.83639399,1458,88%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Neural systems for executive and emotional processing are modulated by symptoms of posttraumatic str,18093809,1460,1.830384381,1460,88%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
Anatomical abnormalities of the anterior cingulate and paracingulate cortex in patients with bipolar,18207705,1461,1.830384381,1460,88%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
EEG default mode network in the human brain: Spectral regional field powers,18403217,1462,1.83,1462,88%,2008,NEUROIMAGE
Imaging of amyloid plaques and cerebral glucose metabolism in semantic dementia and Alzheimer's dise,17962045,1463,1.83,1462,88%,2008,NEUROIMAGE
Role of the prefrontal cortex in human balance control,18718542,1464,1.83,1462,88%,2008,NEUROIMAGE
Experience-dependent neural substrates involved in vocal pitch regulation during singing,18343163,1465,1.83,1462,88%,2008,NEUROIMAGE
Correlation between olfactory bulb volume and olfactory function,18555701,1466,1.83,1462,88%,2008,NEUROIMAGE
Issues with threshold masking in voxel-based morphometry of atrophied brains,18848632,1467,1.83,1462,88%,2009,NEUROIMAGE
Automatic segmentation of the hippocampus and the amygdala driven by hybrid constraints: Method and,19236922,1468,1.83,1462,88%,2009,NEUROIMAGE
Decoding sequential stages of task preparation in the human brain,19111624,1469,1.83,1462,88%,2009,NEUROIMAGE
Tract-based morphometry for white matter group analysis,19154790,1470,1.83,1462,88%,2009,NEUROIMAGE
Magnetic resonance imaging of the Amine-Proton EXchange (APEX) dependent contrast,21871570,1471,1.83,1462,88%,2012,NEUROIMAGE
Support vector machine classification and characterization of age-related reorganization of function,22227886,1472,1.83,1462,88%,2012,NEUROIMAGE
"Not quite PIB-positive, not quite PIB-negative: Slight PIB elevations in elderly normal control subj",21884802,1473,1.83,1462,88%,2012,NEUROIMAGE
Structural and Functional Bases for Individual Differences in Motor Learning,20533562,1474,1.82,1474,88%,2011,HUMAN BRAIN MAPPING
Reward and Motivation Systems: A Brain Mapping Study of Early-Stage Intense Romantic Love in Chinese,21229613,1475,1.82,1474,88%,2011,HUMAN BRAIN MAPPING
Flexibility in embodied lexical-semantic representations,21976384,1476,1.82,1474,88%,2012,HUMAN BRAIN MAPPING
Unbiased comparison of sample size estimates from longitudinal structural measures in ADNI,21830259,1477,1.82,1474,88%,2012,HUMAN BRAIN MAPPING
The Default Mode Network is Disrupted in Parkinson's Disease with Visual Hallucinations,24985056,1478,1.82,1474,88%,2014,HUMAN BRAIN MAPPING
Posture influences motor imagery: An fMRI study,16959501,1479,1.82,1474,88%,2006,NEUROIMAGE
The right hippocampus participates in short-term memory maintenance of object-location associations,16904344,1480,1.82,1474,88%,2006,NEUROIMAGE
Differential sensitivity of in vivo and ex vivo diffusion tensor imaging to evolving optic nerve inj,16797189,1481,1.82,1474,88%,2006,NEUROIMAGE
A Bayesian model for joint segmentation and registration,16466677,1482,1.82,1474,88%,2006,NEUROIMAGE
Role of hyperactive cerebellum and motor cortex in Parkinson's disease,17223579,1483,1.82,1474,88%,2007,NEUROIMAGE
Spatial normalization of lesioned brains: Performance evaluation and impact on fMRI analyses,17616402,1484,1.82,1474,88%,2007,NEUROIMAGE
Topography of cortical and subcortical connections of the human pedunculopontine and subthalamic nuc,17644361,1485,1.82,1474,88%,2007,NEUROIMAGE
Defining functional SMA and pre-SMA subregions in human MFC using resting state fMRI: Functional con,19837176,1486,1.82,1474,88%,2010,NEUROIMAGE
The time course of activity in dorsolateral prefrontal cortex and anterior cingulate cortex during t,20035885,1487,1.82,1474,88%,2010,NEUROIMAGE
Improving intersubject image registration using tissue-class information benefits robustness and acc,20114079,1488,1.82,1474,88%,2010,NEUROIMAGE
Reduced cognitive control of response inhibition by the anterior cingulate cortex in autism spectrum,20394829,1489,1.82,1474,88%,2010,NEUROIMAGE
Regional sex differences in grey matter volume are associated with sex hormones in the young adult h,19796695,1490,1.82,1474,88%,2010,NEUROIMAGE
In vivo mapping of brain myo-inositol,20951217,1491,1.82,1474,88%,2011,NEUROIMAGE
Linked independent component analysis for multimodal data fusion,20932919,1492,1.82,1474,88%,2011,NEUROIMAGE
Antidepressant medications reduce subcortical-cortical resting-state functional connectivity in heal,21640839,1493,1.82,1474,88%,2011,NEUROIMAGE
Similarities and differences in perceiving threat from dynamic faces and bodies. An fMRI study,20723605,1494,1.82,1474,88%,2011,NEUROIMAGE
A cerebellar thalamic cortical circuit for error-related cognitive control,20656038,1495,1.82,1474,88%,2011,NEUROIMAGE
Prefrontal cortical abnormalities in currently depressed versus currently remitted patients with maj,21073959,1496,1.82,1474,88%,2011,NEUROIMAGE
A conceptual model for CO2-induced redistribution of cerebral blood flow with experimental confirmat,24508647,1497,1.82,1474,88%,2014,NEUROIMAGE
MR-based attenuation correction for PET/MRI neurological studies with continuous-valued attenuation,25776213,1498,1.82,1474,88%,2015,NEUROIMAGE
"Manual validation of FreeSurfer's automated hippocampal segmentation in normal aging, mild cognitive",20153146,1499,1.81598063,1499,88%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Depression severity is correlated to the integrity of white matter fiber tracts in late-onset major,20832255,1500,1.81598063,1499,88%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Cannabis use and callosal white matter structure and integrity in recent-onset schizophrenia,19962862,1501,1.81598063,1499,88%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Changes in cortical thickness across the lifespan in major depressive disorder,24099630,1502,1.814223512,1502,88%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Cortical and subcortical volumes in adolescents with alcohol dependence but without substance or psy,23916536,1503,1.814223512,1502,88%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
The influence of combined cognitive plus social-cognitive training on amygdala response during face,23746615,1504,1.814223512,1502,88%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Amygdala activation in the processing of neutral faces in social anxiety disorder: Is neutral really,17030117,1505,1.800643087,1505,88%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Gray matter density reduction in the insula in fire survivors with posttraumatic stress disorder: A,16371250,1506,1.800643087,1505,88%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Language lateralization in unmedicated patients during an acute episode of schizophrenia: A function,16530393,1507,1.800643087,1505,88%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Gender effects on cortical thickness and the influence of scaling,16124013,1508,1.8,1508,88%,2006,HUMAN BRAIN MAPPING
"Functional Brain Networks: Linking Thalamic Atrophy to Clinical Disability in Multiple Sclerosis, A",25293505,1509,1.8,1508,88%,2015,HUMAN BRAIN MAPPING
Hippocampal (subfield) volume and shape in relation to cognitive performance across the adult lifesp,25959503,1510,1.8,1508,88%,2015,HUMAN BRAIN MAPPING
The DTI Connectivity of the Human Claustrum,25339630,1511,1.8,1508,88%,2015,HUMAN BRAIN MAPPING
Reduced Executive and Default Network Functional Connectivity in Cigarette Smokers,25346448,1512,1.8,1508,88%,2015,HUMAN BRAIN MAPPING
Cerebrocerebellar networks during articulatory rehearsal and verbal working memory tasks,15627576,1513,1.8,1508,88%,2005,NEUROIMAGE
Adults and children processing music: An fMR1 study,15850725,1514,1.8,1508,88%,2005,NEUROIMAGE
Functional activity related to risk anticipation during performance of the Iowa gambling task,15588617,1515,1.8,1508,88%,2005,NEUROIMAGE
Flow-based fiber tracking with diffusion tensor and q-ball data: Validation and comparison to princi,16111897,1516,1.8,1508,88%,2005,NEUROIMAGE
Epileptogenic networks of type II focal cortical dysplasia: A stereo-EEG study,22510255,1517,1.8,1508,88%,2012,NEUROIMAGE
The neural correlates of subjective pleasantness,22406357,1518,1.8,1508,88%,2012,NEUROIMAGE
The role of the subthalamic nucleus in response inhibition: Evidence from local field potential reco,22209815,1519,1.8,1508,88%,2012,NEUROIMAGE
Meditation training increases brain efficiency in an attention task,21763432,1520,1.8,1508,88%,2012,NEUROIMAGE
A tale of two itches. Common features and notable differences in brain activation evoked by cowhage,22100770,1521,1.8,1508,88%,2012,NEUROIMAGE
Tract-based spatial statistics (TBSS) of diffusion tensor imaging data in alcohol dependence: Abnorm,19442492,1522,1.797752809,1522,87%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Corpus callosum volume in children with autism,19781917,1523,1.797752809,1522,87%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Resting state cerebral blood flow and objective motor activity reveal basal ganglia dysfunction in s,21511443,1525,1.797040169,1525,87%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Reduction of dorsolateral prefrontal cortex gray matter in late-life depression,21596532,1526,1.797040169,1525,87%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Functional and structural neural indices of risk aversion in obsessive-compulsive disorder (OCD),22959813,1527,1.790830946,1527,87%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
Sex differences in anterior cingulate cortex activation during impulse inhibition and behavioral cor,22285718,1528,1.790830946,1527,87%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
Sound alters activity in human V1 in association with illusory visual perception,16556505,1529,1.79,1529,87%,2006,NEUROIMAGE
The 'when' and 'where' of perceiving signals of threat versus non-threat,16460966,1530,1.79,1529,87%,2006,NEUROIMAGE
Distributed brain sites for the g-factor of intelligence,16513370,1531,1.79,1529,87%,2006,NEUROIMAGE
Intraoperative visualization of the pyramidal tract by diffusion-tensor-imaging-based fiber tracking,16364659,1532,1.79,1529,87%,2006,NEUROIMAGE
Parallel Factor Analysis as an exploratory tool for wavelet transformed event-related EEG,16185898,1533,1.79,1529,87%,2006,NEUROIMAGE
Optimising experimental design for MEG beamformer imaging,18155612,1534,1.79,1529,87%,2008,NEUROIMAGE
HOLD study of stimulation-induced neural activity and resting-state connectivity in medetomidine-sed,17904868,1535,1.79,1529,87%,2008,NEUROIMAGE
Optimized voxel-based morphometry in children with developmental dyscalculia,17928237,1536,1.79,1529,87%,2008,NEUROIMAGE
Validation of a fully automated 3D hippocampal segmentation method using subjects with Alzheimer's d,18675918,1537,1.79,1529,87%,2008,NEUROIMAGE
Dyspnea and pain share emotion-related brain network,19527787,1538,1.79,1529,87%,2009,NEUROIMAGE
Functional imaging studies of episodic memory in Alzheimer's disease: a quantitative meta-analysis,19103293,1539,1.79,1529,87%,2009,NEUROIMAGE
Intrinsic connectivity between the hippocampus and posteromedial cortex predicts memory performance,20188183,1540,1.79,1529,87%,2010,NEUROIMAGE
Predicting clinical scores from magnetic resonance scans in Alzheimer's disease,20347044,1541,1.79,1529,87%,2010,NEUROIMAGE
The impact of prior risk experiences on subsequent risky decision-making: The role of the insula,20045470,1542,1.79,1529,87%,2010,NEUROIMAGE
Structural and functional brain correlates of subclinical psychotic symptoms in 11-13 year old schoo,19770054,1543,1.79,1529,87%,2010,NEUROIMAGE
Network analysis detects changes in the contralesional hemisphere following stroke,20728543,1544,1.79,1529,87%,2011,NEUROIMAGE
Preterm birth results in alterations in neural connectivity at age 16 years,21073965,1545,1.79,1529,87%,2011,NEUROIMAGE
Enhanced brain connectivity in long-term meditation practitioners,21664467,1546,1.79,1529,87%,2011,NEUROIMAGE
